RESPAGE,LIFESAT,INFOSOU1,TRUMTVINFO,FATEINLF,BUSINRUS,BUSINTUR,BUSINGA,NEIGHBOR,USSRDISS,EUSUPP,EEUSUPNA,EEUNSUW,EEUSUPW,MAINFRN,MAINENEM,MAINMOD,PARTYSUPP,PARTYSUPF,WORKTYP,PERSINC,EDUYRS,RFAEDUC,RMOEDUC,RELGNEW,RELIMP,ECONSTN,MONYTOT
30.0,5.0,4.0,-5.0,10.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,6.0,-7.0,2.0,2.0,2.0,-5.0,-7.0,-7.0,5.0,15.0,4.0,5.0,1.0,,2.0,5.0
33.0,8.0,4.0,103.0,10.0,1.0,0.0,1.0,5.0,1.0,5.0,2.0,1.0,-7.0,2.0,2.0,4.0,103.0,-7.0,-7.0,3.0,12.0,4.0,5.0,1.0,,1.0,4.0
18.0,8.0,4.0,-1.0,9.0,-1.0,0.0,1.0,5.0,1.0,-1.0,-1.0,-7.0,-7.0,2.0,1.0,19.0,-2.0,-7.0,-7.0,9.0,12.0,5.0,7.0,-1.0,,1.0,8.0
21.0,10.0,5.0,-5.0,10.0,1.0,0.0,0.0,5.0,1.0,3.0,1.0,2.0,-7.0,1.0,1.0,4.0,101.0,-7.0,-7.0,6.0,14.0,4.0,4.0,1.0,,3.0,6.0
18.0,10.0,8.0,101.0,10.0,1.0,1.0,1.0,5.0,-1.0,3.0,3.0,-7.0,-7.0,1.0,1.0,3.0,-5.0,-7.0,-7.0,-1.0,12.0,4.0,4.0,1.0,,5.0,6.0
19.0,5.0,8.0,104.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,-7.0,-7.0,2.0,2.0,5.0,107.0,-7.0,-7.0,8.0,14.0,5.0,5.0,-5.0,,3.0,7.0
24.0,7.0,5.0,401.0,6.0,1.0,0.0,0.0,8.0,2.0,3.0,4.0,-7.0,2.0,-5.0,1.0,5.0,101.0,-7.0,-7.0,6.0,19.0,7.0,7.0,1.0,,3.0,6.0
27.0,8.0,5.0,103.0,9.0,1.0,0.0,0.0,8.0,2.0,3.0,3.0,-7.0,-7.0,2.0,2.0,2.0,-5.0,-5.0,5.0,6.0,15.0,7.0,4.0,1.0,,2.0,4.0
26.0,10.0,2.0,-5.0,10.0,1.0,0.0,0.0,8.0,1.0,3.0,3.0,-7.0,-7.0,-5.0,2.0,6.0,-5.0,-5.0,4.0,6.0,16.0,7.0,7.0,1.0,,-1.0,5.0
26.0,10.0,5.0,401.0,10.0,1.0,1.0,0.0,6.0,2.0,3.0,3.0,-7.0,-7.0,1.0,2.0,8.0,101.0,-7.0,7.0,-2.0,20.0,5.0,7.0,1.0,,5.0,8.0
31.0,7.0,8.0,-4.0,10.0,0.0,0.0,0.0,5.0,-1.0,3.0,1.0,9.0,-7.0,3.0,3.0,4.0,103.0,-7.0,5.0,-2.0,14.0,4.0,4.0,1.0,,2.0,-2.0
30.0,4.0,5.0,103.0,3.0,0.0,0.0,0.0,6.0,-1.0,3.0,3.0,-7.0,-7.0,2.0,2.0,4.0,-5.0,-7.0,1.0,6.0,14.0,4.0,4.0,-5.0,,2.0,6.0
22.0,10.0,4.0,103.0,5.0,1.0,1.0,0.0,6.0,2.0,4.0,4.0,-7.0,1.0,2.0,2.0,5.0,-5.0,-5.0,1.0,6.0,12.0,4.0,4.0,1.0,,3.0,6.0
29.0,6.0,5.0,103.0,7.0,0.0,0.0,1.0,2.0,2.0,5.0,1.0,2.0,-7.0,-5.0,1.0,14.0,-5.0,-5.0,4.0,6.0,14.0,4.0,4.0,1.0,,3.0,-1.0
32.0,10.0,8.0,-4.0,1.0,1.0,0.0,0.0,6.0,2.0,4.0,2.0,-1.0,-7.0,1.0,2.0,6.0,-5.0,-7.0,-7.0,9.0,14.0,6.0,4.0,1.0,,5.0,5.0
19.0,8.0,5.0,104.0,8.0,1.0,0.0,0.0,5.0,2.0,4.0,2.0,1.0,-7.0,3.0,1.0,5.0,101.0,-7.0,-7.0,9.0,13.0,4.0,7.0,1.0,,3.0,6.0
24.0,7.0,5.0,101.0,10.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,-7.0,2.0,2.0,2.0,-2.0,-2.0,4.0,4.0,16.0,7.0,7.0,1.0,,3.0,4.0
26.0,10.0,5.0,-5.0,10.0,1.0,0.0,0.0,6.0,-1.0,-1.0,-1.0,-7.0,-7.0,-5.0,1.0,-5.0,-5.0,-7.0,1.0,3.0,11.0,-1.0,-1.0,1.0,,5.0,3.0
33.0,8.0,3.0,-4.0,10.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,-7.0,-7.0,-5.0,2.0,4.0,-5.0,-7.0,1.0,4.0,15.0,5.0,5.0,1.0,,3.0,4.0
32.0,9.0,8.0,101.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,-7.0,-7.0,2.0,1.0,5.0,-5.0,-7.0,4.0,6.0,15.0,4.0,4.0,1.0,,3.0,6.0
23.0,10.0,5.0,101.0,10.0,1.0,0.0,0.0,6.0,1.0,5.0,5.0,-7.0,3.0,2.0,1.0,1.0,-2.0,-2.0,5.0,4.0,18.0,7.0,7.0,1.0,,3.0,4.0
32.0,10.0,8.0,-4.0,10.0,1.0,1.0,1.0,5.0,2.0,3.0,5.0,-7.0,3.0,1.0,1.0,3.0,-2.0,-2.0,1.0,-2.0,15.0,4.0,7.0,1.0,,5.0,-2.0
33.0,3.0,4.0,-5.0,6.0,1.0,0.0,0.0,5.0,-1.0,4.0,1.0,1.0,-7.0,2.0,2.0,5.0,-5.0,-5.0,4.0,7.0,12.0,5.0,5.0,1.0,,2.0,6.0
34.0,5.0,5.0,-1.0,10.0,1.0,0.0,0.0,8.0,-1.0,4.0,-1.0,-7.0,-7.0,-1.0,1.0,-1.0,104.0,-7.0,4.0,4.0,10.0,-1.0,-1.0,-1.0,,2.0,4.0
22.0,7.0,5.0,-5.0,10.0,1.0,0.0,0.0,8.0,1.0,3.0,2.0,2.0,-7.0,4.0,1.0,20.0,-5.0,-5.0,4.0,6.0,14.0,7.0,7.0,1.0,,4.0,6.0
23.0,8.0,1.0,-4.0,10.0,1.0,1.0,0.0,6.0,2.0,2.0,3.0,-7.0,-7.0,-1.0,-5.0,-5.0,-5.0,-5.0,4.0,6.0,12.0,4.0,4.0,5.0,,4.0,6.0
31.0,8.0,5.0,101.0,5.0,1.0,0.0,0.0,6.0,-1.0,-1.0,-1.0,-7.0,-7.0,2.0,1.0,5.0,-2.0,-2.0,5.0,5.0,12.0,4.0,4.0,1.0,,2.0,5.0
30.0,10.0,8.0,103.0,10.0,1.0,0.0,0.0,6.0,-1.0,-1.0,5.0,-7.0,1.0,1.0,2.0,3.0,-5.0,-5.0,5.0,4.0,12.0,-1.0,-1.0,1.0,,3.0,4.0
28.0,8.0,1.0,-4.0,8.0,1.0,1.0,0.0,5.0,2.0,-1.0,-1.0,-7.0,-7.0,-5.0,3.0,4.0,-2.0,-2.0,5.0,6.0,17.0,4.0,4.0,1.0,,2.0,6.0
27.0,10.0,5.0,106.0,10.0,1.0,0.0,0.0,5.0,-1.0,5.0,3.0,-7.0,-7.0,2.0,2.0,2.0,-5.0,-5.0,1.0,5.0,14.0,7.0,7.0,1.0,,3.0,-1.0
31.0,5.0,4.0,401.0,10.0,1.0,1.0,0.0,5.0,2.0,3.0,5.0,-7.0,1.0,-5.0,2.0,-5.0,-5.0,-5.0,1.0,5.0,16.0,7.0,7.0,1.0,,3.0,5.0
21.0,6.0,4.0,-5.0,5.0,1.0,0.0,0.0,8.0,-1.0,4.0,3.0,-7.0,-7.0,2.0,1.0,-1.0,-5.0,-5.0,-7.0,6.0,12.0,5.0,5.0,1.0,,3.0,-1.0
32.0,10.0,5.0,-4.0,10.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,-1.0,-7.0,1.0,1.0,-1.0,105.0,-7.0,-7.0,6.0,6.0,-1.0,-1.0,-2.0,,2.0,8.0
19.0,8.0,5.0,103.0,5.0,0.0,0.0,0.0,6.0,2.0,-1.0,3.0,-7.0,-7.0,-5.0,1.0,7.0,101.0,-7.0,-7.0,9.0,14.0,5.0,5.0,1.0,,2.0,8.0
26.0,8.0,2.0,101.0,5.0,1.0,0.0,0.0,-5.0,2.0,-1.0,-1.0,-7.0,-7.0,-5.0,2.0,3.0,-5.0,-5.0,-7.0,9.0,10.0,4.0,4.0,1.0,,3.0,-2.0
